ProductCategory,StockCode,Description,OrderCount,UnitsSold,TotalRevenue,AvgUnitPrice,UniqueCustomers
Uncategorised,84228,HEN HOUSE W CHICK STANDING,16,270,107.4,0.42,13
Stationery & Cards,22872,NUMBER TILE COTTAGE GARDEN 4,13,55,107.25,1.95,13
Home Décor,21904,HOUSE WRECKING METAL SIGN ,23,51,107.1,2.1,21
Home Décor,23455,SMALL PARLOUR FRAME,2,42,106.98,2.69,2
Kitchenware & Dining,21518,BANK ACCOUNT  GREETING  CARD ,17,265,106.98,0.42,16
Uncategorised,22135,MINI LADLE LOVE HEART PINK,45,243,106.98,0.46,20
Uncategorised,23151,ZINC SWEETHEART SOAP DISH,19,60,106.9,1.98,18
Uncategorised,23477,WOODLAND LARGE BLUE FELT HEART,8,85,106.25,1.25,8
Uncategorised,85215,ASSORTED CHEESE FRIDGE MAGNETS,8,163,105.95,0.65,8
Stationery & Cards,20775,DAISY NOTEBOOK ,20,64,105.6,1.65,19
Stationery & Cards,22868,NUMBER TILE COTTAGE GARDEN 0 ,10,54,105.3,1.95,10
Stationery & Cards,22874,NUMBER TILE COTTAGE GARDEN 6,11,54,105.3,1.95,10
Uncategorised,16052,TEATIME PUSH DOWN RUBBER,6,467,105.29,0.31,5
Stationery & Cards,22039,BOTANICAL LILY GIFT WRAP,7,250,105.0,0.42,6
Uncategorised,23574,PACKING CHARGE,14,14,105.0,7.5,9
Uncategorised,84748,FOLK FELT HANGING MULTICOL GARLAND,8,28,105.0,3.75,7
Uncategorised,84461,12 PINK HEN+CHICKS IN BASKET,14,41,104.55,2.55,13
Bags & Accessories,21157,RED RETROSPOT WASHBAG,14,49,102.9,2.1,12
Stationery & Cards,22881,NUMBER TILE VINTAGE FONT 2,13,79,102.49,1.73,9
Stationery & Cards,22885,NUMBER TILE VINTAGE FONT 6 ,12,79,102.49,1.71,10
Home Décor,21366,MIRRORED WALL ART PHOTO FRAMES,10,24,102.0,4.25,9
Uncategorised,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,21,120,102.0,0.85,21
Uncategorised,90148,LONG SILVER NECKLACE PASTEL FLOWER,5,8,102.0,12.75,5
Uncategorised,90196A,PURPLE GEMSTONE NECKLACE 45CM,5,8,102.0,12.75,5
Uncategorised,35819B,"ACRYLIC HANGING JEWEL,BLUE",22,268,101.84,0.38,19
Bags & Accessories,47594A,CAROUSEL DESIGN WASHBAG,26,52,101.4,1.95,26
Stationery & Cards,22871,NUMBER TILE COTTAGE GARDEN 3 ,10,52,101.4,1.95,10
Stationery & Cards,22876,NUMBER TILE COTTAGE GARDEN 8,11,52,101.4,1.95,11
Uncategorised,84509E,SET OF 4 CAROUSEL PLACEMATS ,8,70,101.06,2.39,7
Candles & Lighting,16033,MINI HIGHLIGHTER PENS,4,840,100.8,0.12,4
Toys & Games,20796,SMALL BLUE PROVENCAL CERAMIC BALL,8,61,100.65,1.65,8
Stationery & Cards,22883,NUMBER TILE VINTAGE FONT 4,11,78,100.54,1.69,9
Uncategorised,35818P,"ACRYLIC JEWEL ICICLE, PINK",17,264,100.32,0.38,15
Christmas & Seasonal,84247E,PACK/12 XMAS FUN CARD,10,34,100.3,2.95,10
Uncategorised,85129C,BEADED CRYSTAL HEART BLUE SMALL,12,77,99.88,1.55,8
Stationery & Cards,22875,NUMBER TILE COTTAGE GARDEN 7,14,51,99.45,1.95,14
Kitchenware & Dining,17091A,LAVENDER INCENSE IN TIN,25,172,99.29,0.78,19
Uncategorised,23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,5,60,99.0,1.65,5
Uncategorised,23465,TUSCAN VILLA FEEDING STATION,7,12,99.0,8.25,7
Uncategorised,23466,TUSCAN VILLA DOVECOTE,4,12,99.0,8.25,4
Uncategorised,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,7,11,98.45,8.95,7
Uncategorised,84723,CHERRY BLOSSOM CANVAS ART PICTURE,6,41,97.95,3.95,5
Uncategorised,84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,11,137,96.89,1.06,11
Uncategorised,84801A,PINK HYDRANGEA ART FLOWER,5,46,96.6,2.1,5
Christmas & Seasonal,22812,PACK 3 BOXES CHRISTMAS PANETTONE,12,39,95.67,2.5,9
Kitchenware & Dining,79190D,RETRO PLASTIC DAISY TRAY,25,227,95.34,0.42,16
Uncategorised,90195A,PURPLE GEMSTONE BRACELET,7,16,95.2,6.38,7
Uncategorised,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,11,76,95.0,1.25,11
Uncategorised,84666,SQUARE CHERRY BLOSSOM CABINET,4,24,94.8,3.95,4
Stationery & Cards,22884,NUMBER TILE VINTAGE FONT 5,16,75,94.69,1.77,12
Bags & Accessories,84898F,YELLOW FLOWERS FELT HANDBAG KIT,18,45,94.5,2.1,15
Home Décor,46776F,WOVEN ROSE GARDEN CUSHION COVER ,8,19,94.05,4.95,6
Bags & Accessories,90125A,PINK BERTIE GLASS BEAD BAG CHARM,6,109,93.9,1.06,4
Uncategorised,23402,HOME SWEEET HOME 3 PEG HANGER ,4,25,93.75,3.75,4
Christmas & Seasonal,22602,CHRISTMAS RETROSPOT HEART WOOD,10,110,93.5,0.85,10
Uncategorised,90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,7,11,93.5,8.5,7
Uncategorised,90185A,AMBER DIAMANTE EXPANDABLE RING,5,22,93.5,4.25,5
Home Décor,85167B,BLACK GRAND BAROQUE PHOTO FRAME,7,48,93.0,3.39,7
Stationery & Cards,22886,NUMBER TILE VINTAGE FONT 7,13,74,92.74,1.73,8
Bags & Accessories,20731,POSY CANDY BAG,8,74,92.5,1.25,8
Stationery & Cards,20773,BLUE PAISLEY NOTEBOOK,23,56,92.4,1.65,21
Toys & Games,20795,LARGE BLUE PROVENCAL CERAMIC BALL,8,44,92.4,2.1,6
Uncategorised,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,32,96,92.08,1.14,30
Kitchenware & Dining,82615,PINK MARSHMALLOW SCARF KNITTING KIT,1,36,91.8,2.55,1
Stationery & Cards,22873,NUMBER TILE COTTAGE GARDEN 5,13,47,91.65,1.95,12
Uncategorised,23075,DOUBLE CERAMIC PARLOUR HOOK,5,22,91.3,4.15,5
Uncategorised,90032,IVORY SHELL HEART NECKLACE,6,19,90.67,5.73,4
Candles & Lighting,85230F,JASMINE VOTIVE CANDLE,12,338,90.34,0.28,11
Candles & Lighting,21690,SILVER  CANDLEPOT JARDIN ,7,24,90.0,3.75,6
Kitchenware & Dining,37343,POLKADOT MUG PINK ,8,62,89.7,1.49,8
Candles & Lighting,85179C,PINK BITTY LIGHT CHAIN,7,69,89.65,1.74,7
Christmas & Seasonal,35400,WOODEN BOX ADVENT CALENDAR ,5,10,89.5,8.95,5
Uncategorised,90010E,AMBER GLASS/SILVER BRACELET,7,10,89.5,8.95,7
Stationery & Cards,21281,VINTAGE KITCHEN PRINT SEAFOOD,6,35,89.25,2.55,6
Uncategorised,90185C,BLACK DIAMANTE EXPANDABLE RING,5,21,89.25,4.25,5
Uncategorised,90019A,SILVER M.O.P ORBIT BRACELET,9,18,89.1,4.95,8
Stationery & Cards,22880,NUMBER TILE VINTAGE FONT 1,11,72,88.84,1.71,8
Stationery & Cards,21678,PAISLEY PATTERN  STICKERS,16,104,88.4,0.85,16
Home Décor,84984A,GREEN PEONY CUSHION COVER,6,19,88.35,4.65,4
Home Décor,21370,MIRRORED WALL ART FOXY,8,15,88.2,4.94,7
Uncategorised,90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",4,11,87.45,7.95,4
Uncategorised,23442,12 HANGING EGGS HAND PAINTED,7,42,87.36,2.08,7
Uncategorised,90180A,BLACK+WHITE NECKLACE W TASSEL,5,13,87.35,8.55,5
Uncategorised,21420,OYSTER TRINKET BOX,13,48,87.12,2.92,12
Kitchenware & Dining,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,23,77,86.75,1.17,20
Stationery & Cards,20774,GREEN FERN NOTEBOOK,22,52,85.8,1.65,21
Uncategorised,75172,PAINTED SEA SHELL METAL WINDCHIME,8,93,85.31,1.53,8
Uncategorised,90120B,BLUE MURANO TWIST BRACELET,5,20,85.0,4.25,5
Uncategorised,90200C,BLUE SWEETHEART BRACELET,6,20,85.0,4.25,6
Uncategorised,21032,SPACE CADET WHITE,15,65,84.88,1.48,13
Uncategorised,84527,FLAMES SUNGLASSES PINK LENSES,6,47,84.45,1.9,6
Christmas & Seasonal,35933,PINK STOCKING CHRISTMAS DECORATION,16,222,84.36,0.38,15
Uncategorised,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,5,17,84.15,4.95,3
Home Décor,23456,MEDIUM PARLOUR FRAME ,2,22,84.1,3.95,2
Stationery & Cards,16169K,WRAP FOLK ART,8,200,84.0,0.42,8
Home Décor,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",14,67,83.75,1.25,13
Uncategorised,35920,FOUR RABBIT EASTER DECORATIONS,11,67,83.75,1.25,11
Uncategorised,84531B,BLUE KNITTED EGG COSY,25,150,83.46,0.75,24
Uncategorised,90123A,PINK HEART OF GLASS BRACELET,8,14,83.3,5.95,8
Home Décor,21003,ROSE DU SUD CUSHION COVER,6,13,82.55,6.35,6
Uncategorised,35638A,PINK AND BLACK STRING CURTAIN,5,38,82.1,3.55,5
Stationery & Cards,16049,TEATIME GEL PENS ASST,5,504,82.08,0.24,5
Christmas & Seasonal,21349,IVY HEART WREATH,7,12,81.0,6.75,7
Uncategorised,35915C,PEACH KNITTED HEN ,8,49,80.85,1.65,8
Kitchenware & Dining,21095,SET/6 POSIES PAPER PLATES,9,95,80.75,0.85,9
Stationery & Cards,90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,4,14,80.75,7.44,4
Novelty & Gifts,90175A,WHITE GLASS CHUNKY CHARM BRACELET,8,9,80.55,8.95,6
Novelty & Gifts,90175C,BLUE GLASS CHUNKY CHARM BRACELET,6,9,80.55,8.95,6
Stationery & Cards,23370,SET 36 COLOUR PENCILS DOILEY,3,64,80.0,1.25,3
Uncategorised,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,5,38,79.8,2.1,5
Uncategorised,90162B,ANT SILVER LIME GREEN BOUDICCA RING,10,27,79.65,2.95,7
Uncategorised,90014A,SILVER/MOP ORBIT NECKLACE,7,8,79.6,9.95,5
Uncategorised,90014B,GOLD M PEARL  ORBIT NECKLACE,6,8,79.6,9.95,5
Home Décor,20821,GOLDIE LOOKING MIRROR,5,16,79.2,4.95,5
Stationery & Cards,23464,VINTAGE ZINC WATERING CAN SMALL,6,16,79.2,4.95,6
Home Décor,84507B,STRIPES DESIGN MONKEY DOLL,14,31,79.05,2.55,10
Home Décor,84984B,RED PEONY CUSHION COVER ,5,17,79.05,4.65,4
Uncategorised,84685,BEACH HUT KEY CABINET,9,21,78.75,3.75,6
Uncategorised,84847,FLORAL BATHROOM SET,11,21,78.75,3.75,9
Uncategorised,85131C,BEADED CRYSTAL HEART BLUE ON STICK,11,73,78.71,1.0,5
Uncategorised,23497,CLASSIC CROME BICYCLE BELL ,2,60,77.4,1.35,2
Uncategorised,90123C,GREEN HEART OF GLASS BRACELET,5,13,77.35,5.95,5
Stationery & Cards,22887,NUMBER TILE VINTAGE FONT 8,11,66,77.14,1.69,8
Stationery & Cards,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,8,9,76.5,8.5,6
Stationery & Cards,20657,TROPICAL LUGGAGE TAG,22,61,76.39,1.35,20
Candles & Lighting,20941,FROG CANDLE,17,61,76.25,1.25,13
Uncategorised,90170,DAISY HAIR BAND,6,46,75.9,1.65,6
Candles & Lighting,21372,MIRRORED WALL ART TABLE LAMP,25,67,75.73,1.33,18
Stationery & Cards,23467,VINTAGE ZINC PLANTER  ,5,23,75.67,3.29,5
Uncategorised,79403,FROSTED WHITE BASE ,11,89,75.65,0.85,9
Uncategorised,20798,CLEAR MILKSHAKE GLASS,5,36,75.6,2.1,5
Stationery & Cards,23061,VINTAGE ENGRAVED HEART,4,60,75.0,1.25,4
Uncategorised,84870B,BLUE GEISHA GIRL ,10,20,75.0,3.75,9
Uncategorised,84870C,GREEN GEISHA GIRL ,10,20,75.0,3.75,10
Uncategorised,85096,HILDA CANDY SPOT RABBIT,11,20,75.0,3.75,10
Home Décor,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",2,3,74.85,24.95,2
Candles & Lighting,23044,PAPER LANTERN 9 POINT HOLLY STAR 23,5,18,74.7,4.15,5
Uncategorised,23068,ALUMINIUM HEART,6,30,74.7,2.49,6
Home Décor,20997,ROSE DU SUD CUSHION COVER ,5,15,74.25,4.95,4
Home Décor,46776B,WOVEN BERRIES CUSHION COVER ,7,15,74.25,4.95,6
Uncategorised,90081A,LILY BROOCH AMETHYST COLOUR,8,15,74.25,4.95,7
Uncategorised,90030C,BROWN KUKUI COCONUT SEED NECKLACE,8,74,74.0,1.0,8
Toys & Games,20699,MOUSEY LONG LEGS SOFT TOY,11,29,73.95,2.55,11
Christmas & Seasonal,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,9,25,73.75,2.95,9
Stationery & Cards,20898,VINTAGE NOTEBOOK TRAVELOGUE,4,25,73.75,2.95,4
Uncategorised,20622,VIP PASSPORT COVER ,11,35,73.5,2.1,8
Uncategorised,17084P,DRAGONS BLOOD INCENSE,13,349,73.29,0.21,12
Candles & Lighting,72801D,4 SKY BLUE DINNER CANDLES,12,58,72.5,1.25,10
Uncategorised,22416,SET OF 36 SPACEBOY PAPER DOILIES,7,50,72.5,1.45,7
Uncategorised,46000P,POLYESTER FILLER PAD 65CMx65CM,5,17,72.25,4.25,5
Uncategorised,90018A,SILVER M.O.P ORBIT DROP EARRINGS,9,17,72.25,4.25,8
Uncategorised,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,7,72,72.0,1.0,7
Uncategorised,84927E,FLOWERS TILE HOOK,11,57,71.82,1.53,10
Uncategorised,84531A,PINK KNITTED EGG COSY,25,140,71.76,0.69,24
Uncategorised,90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,6,71.7,11.95,6
Uncategorised,90184A,AMBER CHUNKY BEAD BRACELET W STRAP,4,8,71.6,8.95,4
Uncategorised,90098,NECKLACE+BRACELET PINK BUTTERFLY,9,28,71.4,2.55,9
Stationery & Cards,22888,NUMBER TILE VINTAGE FONT 9 ,8,63,71.29,1.6,7
Candles & Lighting,20933,YELLOW POT PLANT CANDLE,9,23,71.05,3.13,9
Bags & Accessories,21100,CHARLIE AND LOLA CHARLOTTE BAG,8,43,70.95,1.65,7
Home Décor,47589,CONGRATULATIONS BUNTING,3,13,70.85,5.45,3
Home Décor,51020B,STRIPY DESIGN SHOWER CAP,15,197,70.57,0.67,13
Uncategorised,90164A,PINK ROSEBUD PEARL BRACELET,6,19,70.35,4.73,6
Home Décor,84661C,PINK SQUARE TABLE CLOCK,5,62,70.1,1.49,5
Stationery & Cards,16161G,WRAP BAD HAIR DAY,22,700,70.0,0.1,22
Candles & Lighting,84881,BLUE WIRE SPIRAL CANDLE HOLDER,5,11,69.85,6.35,5
Home Décor,81952V,ROUND PURPLE CLOCK WITH SUCKER,24,367,69.73,0.19,22
Uncategorised,90124C,GREEN MURANO TWIST NECKLACE,4,7,69.65,9.95,4
Stationery & Cards,22879,NUMBER TILE VINTAGE FONT 0,8,62,69.34,1.6,6
Home Décor,46776A,WOVEN BUBBLE GUM CUSHION COVER,6,14,69.3,4.95,6
Home Décor,46776E,WOVEN CANDY CUSHION COVER ,5,14,69.3,4.95,5
Uncategorised,85197,SET OF 12 MINI BUNNIES IN A BUCKET,18,33,69.3,2.1,18
Uncategorised,90158,ST TROPEZ NECKLACE,6,14,69.3,4.95,6
Candles & Lighting,23040,PAPER LANTERN 9 POINT SNOW STAR,4,12,69.0,5.75,4
Kitchenware & Dining,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",13,160,68.84,0.48,12
Candles & Lighting,72801G,4 BURGUNDY WINE DINNER CANDLES,11,55,68.75,1.25,9
Uncategorised,84231,EASTER BUNNY WITH BASKET ON BACK,18,105,68.25,0.65,13
Uncategorised,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,6,86,68.06,0.82,6
Uncategorised,22184,CAKE STAND VICTORIAN FILIGREE LARGE,4,8,68.0,8.5,3
Uncategorised,90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,5,8,68.0,8.5,5
Uncategorised,90151,SILVER/NATURAL SHELL NECKLACE,4,8,68.0,8.5,2
Kitchenware & Dining,84247K,"FOLK ART GREETING CARD,pack/12",9,23,67.85,2.95,7
Uncategorised,17014A,ORIGAMI VANILLA INCENSE CONES,7,154,67.83,0.61,7
Stationery & Cards,85049B,LUSH GREENS RIBBONS,13,54,67.5,1.25,13
Uncategorised,35921,EASTER BUNNY HANGING GARLAND,11,54,67.5,1.25,9
Uncategorised,90003D,CRYSTAL PAIR HEART HAIR SLIDES,7,18,67.5,3.75,7
Candles & Lighting,72811,SMALL ZINC/GLASS CANDLEHOLDER,6,49,67.25,1.45,6
Uncategorised,90108,BLUE BLOSSOM HAIR CLIP,6,64,67.2,1.05,6
Uncategorised,35819P,"ACRYLIC HANGING JEWEL,PINK",7,95,66.55,0.5,7
Home Décor,84686,BEACH HUT MIRROR,8,49,66.39,2.95,7
Uncategorised,90164B,WHITE  ROSEBUD PEARL BRACELET,7,28,65.7,2.74,7
Uncategorised,84906,PINK B'FLY C/COVER W BOBBLES,6,11,65.45,5.95,6
Uncategorised,90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,6,11,65.45,5.95,6
Bags & Accessories,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,5,74,65.4,1.35,3
Stationery & Cards,84247N,PACK/12 BLUE FOLKART CARDS,18,22,64.9,2.95,16
Kitchenware & Dining,23235,BISCUIT TIN VINTAGE LEAF,3,24,64.56,2.76,3
Stationery & Cards,90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,4,13,64.35,4.95,4
Uncategorised,22285,"DECORATION HEN ON NEST, HANGING",3,39,64.35,1.65,3
Uncategorised,90206C,CRYSTAL DIAMANTE STAR BROOCH,7,13,64.35,4.95,6
Home Décor,23253,16 PC CUTLERY SET PANTRY DESIGN,1,4,63.8,15.95,1
Candles & Lighting,21692,SILVER LATTICE VANILLA CANDLE POT,7,17,63.75,3.75,7
Candles & Lighting,85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,9,75,63.75,0.85,9
Home Décor,22407,MONEY BOX FIRST ADE DESIGN,13,51,63.75,1.25,11
Home Décor,84875D,BLUE SQUARE COMPACT MIRROR,8,51,63.75,1.25,8
Uncategorised,85188B,PINK METAL SWINGING BUNNY,8,75,63.75,0.85,8
Uncategorised,90146,FINE SILVER NECKLACE W PASTEL FLOWE,3,13,63.75,6.25,3
Novelty & Gifts,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,3,73,63.3,1.27,2
Christmas & Seasonal,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",5,162,63.28,0.72,5
Christmas & Seasonal,22145,CHRISTMAS CRAFT HEART STOCKING ,1,30,63.0,2.1,1
Uncategorised,84452,METAL RABBIT LADDER EASTER ,16,74,62.9,0.85,14
Uncategorised,47591B,SCOTTIES CHILDRENS APRON,10,38,62.7,1.65,9
Uncategorised,90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,5,7,62.65,8.95,5
Uncategorised,90010B,BLACK/WHITE GLASS/SILVER BRACELET,3,7,62.65,8.95,3
Bags & Accessories,84859B,BLUE DISCO HANDBAG,10,31,62.63,2.15,10
Uncategorised,35637C,PINK STRING CURTAIN WITH POLE,7,28,62.6,2.52,7
Candles & Lighting,40046A,RED DAISY PAPER LAMPSHADE,6,50,62.5,1.25,6
Candles & Lighting,84760S,SMALL HANGING GLASS+ZINC LANTERN,8,43,62.35,1.45,8
Uncategorised,17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,6,80,62.15,1.13,6
Kitchenware & Dining,21087,SET/6 POSIES PAPER CUPS,10,126,62.12,0.47,10
Bags & Accessories,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,6,21,61.95,2.95,6
Uncategorised,20848,ZINC HEART LATTICE CHARGER SMALL,8,21,61.95,2.95,7
Home Décor,71496A,A4 WALL TIDY BLUE OFFICE,5,114,61.86,0.55,5
Bags & Accessories,16151A,FLOWERS HANDBAG blue and orange,3,49,61.25,1.25,3
Home Décor,23541,"WALL ART ,PUDDINGS ",2,8,61.2,7.85,2
Toys & Games,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,12,42,60.9,1.45,12
Uncategorised,84985A,SET OF 72 GREEN PAPER DOILIES,18,42,60.9,1.45,15
Candles & Lighting,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2,36,60.84,1.69,1
Home Décor,84984D,ORIENTAL RED CUSHION COVER ,4,13,60.45,4.65,3
Kitchenware & Dining,37479B,CUBIC MUG FLOCK BLUE ON BROWN,17,127,60.33,0.9,16
Home Décor,37467,PIG MUG IN TWO COLOUR DESIGNS,11,128,60.04,0.52,11
Home Décor,46126A,ELVIS WALLHANGING / CURTAIN,6,48,60.0,1.25,5
Stationery & Cards,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,3,16,60.0,3.75,3
Uncategorised,82011A,"BATHROOM SCALES, TROPICAL BEACH",10,16,60.0,3.75,8
Uncategorised,90173,PAIR BUTTERFLY HAIR CLIPS,3,16,60.0,3.75,3
Uncategorised,22847,"BREAD BIN, DINER STYLE, IVORY",1,4,59.8,14.95,1
Uncategorised,22849,"BREAD BIN, DINER STYLE, MINT",1,4,59.8,14.95,1
Uncategorised,90124A,PINK MURANO TWIST NECKLACE,4,6,59.7,9.95,4
Home Décor,84910A,PINK PAISLEY CUSHION COVER ,6,10,59.5,5.95,6
Home Décor,21910,WAY OUT METAL SIGN ,8,36,59.4,1.65,8
Home Décor,23537,I LOVE LONDON WALL ART,2,12,59.4,4.95,2
Home Décor,46776D,WOVEN SUNSET CUSHION COVER ,3,12,59.4,4.95,3
Home Décor,84905,PINK BUTTERFLY CUSHION COVER ,2,12,59.4,4.95,2
Uncategorised,23325,RUSTIC STRAWBERRY JAMPOT SMALL,3,36,59.4,1.65,3
Uncategorised,79071B,ENGLISH ROSE METAL WASTE BIN,11,20,59.0,2.95,10
Uncategorised,90183A,AMBER DROP EARRINGS W LONG BEADS,5,20,59.0,2.95,5
Home Décor,21946,PARTY TIME DESIGN FLANNEL,11,72,58.9,0.81,8
Uncategorised,90166,PINK & WHITE ROSEBUD RING,8,14,58.9,4.19,4
Uncategorised,79030D,"TUMBLER, BAROQUE",5,54,58.86,1.4,5
Uncategorised,20760,GARDEN PATH POCKET BOOK,21,69,58.65,0.85,18
Uncategorised,90210B,CLEAR ACRYLIC FACETED BANGLE,6,40,58.6,2.02,6
Home Décor,71495B,CD WALL TIDY RED FLOWERS,5,160,58.56,0.38,4
Uncategorised,23306,SET OF 36 PANTRY PAPER DOILIES,14,39,58.02,1.55,14
Uncategorised,79051A,SMOKEY GREY COLOUR GLASS,11,200,58.0,0.29,10
Uncategorised,71406C,BLACK ORANGE SQUEEZER,21,138,57.96,0.42,13
Kitchenware & Dining,84597C,RETRO PINK BALL ASHTRAY ,13,46,57.5,1.25,11
Stationery & Cards,84466,TOP SECRET PEN SET,10,46,57.5,1.25,8
Uncategorised,85006,SET 4 NURSERY DES ROUND BOXES,9,55,57.25,1.55,9
Kitchenware & Dining,37479P,CUBIC MUG FLOCK PINK ON BROWN,20,130,57.18,0.58,15
Stationery & Cards,16046,TEATIME PEN CASE & PENS,13,67,56.95,0.85,13
Uncategorised,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,8,17,56.95,3.35,8
Uncategorised,44236,PINK/PURPLE CIRCLE CURTAIN,6,52,56.52,1.34,6
Uncategorised,47341B,BLUE TABLE RUN FLOWER,11,45,56.25,1.25,11
Uncategorised,84874B,BLUE TRAVEL FIRST AID KIT,7,34,56.1,1.65,7
Uncategorised,85008,SET OF 3 CONEY ISLAND OVAL BOXES,7,12,55.95,4.46,7
Uncategorised,90214A,"LETTER ""A"" BLING KEY RING",14,63,55.71,1.11,5
Candles & Lighting,84679,CLASSICAL ROSE TABLE LAMP,2,6,55.7,11.95,2
Uncategorised,21777,RECIPE BOX WITH METAL HEART,3,7,55.65,7.95,3
Uncategorised,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",5,7,55.65,7.95,4
Bags & Accessories,21002,ROSE DU SUD DRAWSTRING BAG,5,13,55.25,4.25,5
Stationery & Cards,21722,SWEET PUDDING STICKER SHEET,15,65,55.25,0.85,13
Uncategorised,90185B,AMETHYST DIAMANTE EXPANDABLE RING,3,13,55.25,4.25,3
Uncategorised,84750B,BLACK SMALL GLASS CAKE STAND,12,61,54.99,1.17,12
Home Décor,20835,FRENCH LATTICE CUSHION COVER ,7,66,54.78,0.83,7
Candles & Lighting,72132,COLUMBIAN CUBE CANDLE,12,28,54.6,1.95,9
Home Décor,46776C,WOVEN FROST CUSHION COVER,6,11,54.45,4.95,6
Uncategorised,90081C,LILY BROOCH OLIVE COLOUR,6,11,54.45,4.95,6
Uncategorised,20759,CHRYSANTHEMUM POCKET BOOK ,20,64,54.4,0.85,17
Uncategorised,37333,"RETRO ""TEA FOR ONE"" ",11,14,54.3,3.59,9
Home Décor,20869,GOLD FABRIC MIRROR,17,139,54.21,0.39,17
Candles & Lighting,79323B,BLACK CHERRY LIGHTS,1,8,54.0,6.75,1
Kitchenware & Dining,20793,BLUE TILED TRAY,4,8,54.0,6.75,4
Stationery & Cards,90065A,WHITE VINTAGE CRYSTAL BRACELET,3,8,54.0,6.75,3
Uncategorised,23389,SPACEBOY MINI RUCKSACK,4,13,53.95,4.15,4
Uncategorised,84927A,WAKE UP COCKEREL TILE HOOK,14,46,53.85,1.49,12
Home Décor,47586A,PINK FAIRY CAKE CUSHION COVER,8,21,53.55,2.55,7
Kitchenware & Dining,20851,ZINC HEART LATTICE TRAY OVAL ,7,9,53.55,5.95,5
Uncategorised,20756,GREEN FERN POCKET BOOK,22,63,53.55,0.85,20
Uncategorised,82095,HEART BUTTONS JEWELLERY BOX,4,7,53.55,7.65,4
Bags & Accessories,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,8,32,52.8,1.65,7
Candles & Lighting,35968,FOLK ART METAL HEART T-LIGHT HOLDER,18,145,52.76,0.37,14
Uncategorised,84805A,CREAM CLIMBING HYDRANGA ART FLOWER,3,30,52.5,2.08,3
Uncategorised,84805B,BLUE CLIMBING HYDRANGA ART FLOWER,3,38,52.5,2.08,3
Uncategorised,84842,HELLO SAILOR BATHROOM SET,9,14,52.5,3.75,8
Uncategorised,90039D,FIRE POLISHED GLASS BRACELET GREEN,2,14,52.5,3.75,2
Uncategorised,90176D,DIAMANTE NECKLACE PURPLE,4,7,52.5,7.5,4
Home Décor,23035,DOORKNOB CERAMIC IVORY,1,36,52.2,1.45,1
Uncategorised,23196,RETO LEAVES MAGNETIC SHOPPING LIST,3,36,52.2,1.45,3
Candles & Lighting,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,3,59,52.05,1.53,3
Bags & Accessories,35649,VINTAGE BEAD COSMETIC BAG ,6,16,51.82,3.1,5
Kitchenware & Dining,85028S,FRENCH CHATEAU SMALL FRUITBOWL,8,24,51.6,2.03,8
Kitchenware & Dining,84597B,RETRO BROWN BALL ASHTRAY ,5,41,51.25,1.25,3
Uncategorised,21031,SPACE CADET BLACK,10,40,51.21,1.36,9
Uncategorised,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,13,20,51.0,2.55,12
Uncategorised,90194,SILVER LARIAT BLACK STONE EARRINGS,6,12,51.0,4.25,6
